head,relation,tail
user_195,rated,movie_1013
user_11,rated,movie_135
user_178,rated,movie_178
user_270,rated,movie_156
user_269,rated,movie_1480
user_151,rated,movie_234
user_174,rated,movie_1001
user_151,rated,movie_428
user_276,rated,movie_164
user_130,rated,movie_333
user_332,rated,movie_288
user_189,rated,movie_143
user_43,rated,movie_847
user_188,rated,movie_13
user_172,rated,movie_485
user_262,rated,movie_44
user_135,rated,movie_802
user_304,rated,movie_275
user_308,rated,movie_393
user_342,rated,movie_1071
user_76,rated,movie_333
user_345,rated,movie_988
user_303,rated,movie_257
user_293,rated,movie_679
user_2,rated,movie_280
user_368,rated,movie_50
user_344,rated,movie_707
user_92,rated,movie_552
user_40,rated,movie_303
user_288,rated,movie_157
user_233,rated,movie_117
user_90,rated,movie_478
user_112,rated,movie_325
user_45,rated,movie_276
user_3,rated,movie_341
user_159,rated,movie_877
user_59,rated,movie_501
user_117,rated,movie_358
user_207,rated,movie_150
user_318,rated,movie_401
user_22,rated,movie_999
user_267,rated,movie_384
user_124,rated,movie_157
user_6,rated,movie_135
user_69,rated,movie_48
user_263,rated,movie_1444
user_82,rated,movie_1001
user_57,rated,movie_7
user_13,rated,movie_869
user_286,rated,movie_89
user_151,rated,movie_1297
user_262,rated,movie_270
user_218,rated,movie_410
user_372,rated,movie_219
user_213,rated,movie_204
user_77,rated,movie_276
user_7,rated,movie_8
user_299,rated,movie_582
user_145,rated,movie_752
user_205,rated,movie_258
user_106,rated,movie_1
user_314,rated,movie_138
user_346,rated,movie_237
user_286,rated,movie_1503
user_339,rated,movie_101
user_293,rated,movie_31
user_180,rated,movie_69
user_347,rated,movie_317
user_237,rated,movie_153
user_295,rated,movie_154
user_216,rated,movie_204
user_291,rated,movie_1046
user_334,rated,movie_1172
user_329,rated,movie_258
user_146,rated,movie_262
user_144,rated,movie_194
user_92,rated,movie_531
user_313,rated,movie_487
user_315,rated,movie_46
user_344,rated,movie_106
user_270,rated,movie_1014
user_230,rated,movie_969
user_90,rated,movie_1101
user_276,rated,movie_234
user_325,rated,movie_168
user_15,rated,movie_754
user_324,rated,movie_298
user_73,rated,movie_48
user_232,rated,movie_315
user_328,rated,movie_98
user_128,rated,movie_588
user_43,rated,movie_315
user_27,rated,movie_281
user_189,rated,movie_100
user_296,rated,movie_15
user_342,rated,movie_518
user_332,rated,movie_332
user_339,rated,movie_693
user_297,rated,movie_448
user_303,rated,movie_260
user_181,rated,movie_324
user_244,rated,movie_287
user_151,rated,movie_506
user_251,rated,movie_183
user_159,rated,movie_225
user_342,rated,movie_156
user_194,rated,movie_117
user_85,rated,movie_1167
user_244,rated,movie_122
user_251,rated,movie_237
user_180,rated,movie_216
user_363,rated,movie_71
user_233,rated,movie_269
user_297,rated,movie_238
user_223,rated,movie_1300
user_185,rated,movie_318
user_308,rated,movie_87
user_262,rated,movie_145
user_297,rated,movie_235
user_209,rated,movie_304
user_295,rated,movie_1446
user_224,rated,movie_212
user_279,rated,movie_739
user_361,rated,movie_652
user_42,rated,movie_82
user_293,rated,movie_27
user_234,rated,movie_603
user_350,rated,movie_228
user_280,rated,movie_159
user_174,rated,movie_49
user_296,rated,movie_455
user_374,rated,movie_685
user_256,rated,movie_12
user_106,rated,movie_223
user_181,rated,movie_269
user_314,rated,movie_693
user_87,rated,movie_1074
user_366,rated,movie_853
user_75,rated,movie_108
user_85,rated,movie_498
user_270,rated,movie_286
user_128,rated,movie_423
user_299,rated,movie_485
user_378,rated,movie_202
user_290,rated,movie_473
user_233,rated,movie_97
user_293,rated,movie_405
user_92,rated,movie_295
user_299,rated,movie_715
user_130,rated,movie_678
user_184,rated,movie_258
user_183,rated,movie_225
user_280,rated,movie_7
user_374,rated,movie_231
user_254,rated,movie_259
user_149,rated,movie_305
user_291,rated,movie_1213
user_181,rated,movie_276
user_251,rated,movie_265
user_276,rated,movie_1013
user_67,rated,movie_1093
user_269,rated,movie_919
user_276,rated,movie_1172
user_41,rated,movie_170
user_276,rated,movie_1253
user_95,rated,movie_878
user_298,rated,movie_473
user_289,rated,movie_473
user_6,rated,movie_286
user_327,rated,movie_1067
user_234,rated,movie_604
user_345,rated,movie_197
user_197,rated,movie_779
user_120,rated,movie_257
user_293,rated,movie_616
user_174,rated,movie_196
user_178,rated,movie_682
user_137,rated,movie_172
user_128,rated,movie_300
user_253,rated,movie_127
user_88,rated,movie_321
user_222,rated,movie_449
user_247,rated,movie_111
user_60,rated,movie_176
user_92,rated,movie_313
user_256,rated,movie_385
user_343,rated,movie_25
user_314,rated,movie_215
user_115,rated,movie_172
user_263,rated,movie_210
user_305,rated,movie_249
user_244,rated,movie_62
user_267,rated,movie_568
user_87,rated,movie_810
user_330,rated,movie_181
user_134,rated,movie_258
user_13,rated,movie_61
user_346,rated,movie_133
user_108,rated,movie_121
user_368,rated,movie_637
user_305,rated,movie_660
user_298,rated,movie_286
user_256,rated,movie_49
user_286,rated,movie_277
user_286,rated,movie_107
user_327,rated,movie_32
user_201,rated,movie_128
user_288,rated,movie_15
user_308,rated,movie_610
user_334,rated,movie_387
user_204,rated,movie_315
user_257,rated,movie_165
user_347,rated,movie_435
user_181,rated,movie_827
user_13,rated,movie_784
user_26,rated,movie_508
user_118,rated,movie_511
user_239,rated,movie_114
user_339,rated,movie_589
user_171,rated,movie_327
user_378,rated,movie_8
user_14,rated,movie_509
user_62,rated,movie_33
user_64,rated,movie_284
user_269,rated,movie_177
user_200,rated,movie_151
user_370,rated,movie_265
user_327,rated,movie_478
user_10,rated,movie_509
user_108,rated,movie_275
user_311,rated,movie_365
user_199,rated,movie_324
user_363,rated,movie_55
user_180,rated,movie_56
user_60,rated,movie_194
user_14,rated,movie_121
user_18,rated,movie_136
user_270,rated,movie_222
user_268,rated,movie_17
user_323,rated,movie_203
user_334,rated,movie_502
user_354,rated,movie_716
user_336,rated,movie_571
user_144,rated,movie_33
user_226,rated,movie_169
user_301,rated,movie_168
user_99,rated,movie_685
user_181,rated,movie_1289
user_197,rated,movie_271
user_312,rated,movie_357
user_54,rated,movie_1012
user_200,rated,movie_38
user_69,rated,movie_1143
user_5,rated,movie_40
user_181,rated,movie_766
user_303,rated,movie_80
user_110,rated,movie_575
user_299,rated,movie_208
user_275,rated,movie_423
user_210,rated,movie_200
user_327,rated,movie_1097
user_99,rated,movie_7
user_64,rated,movie_240
user_101,rated,movie_1034
user_18,rated,movie_778
user_301,rated,movie_159
user_90,rated,movie_166
user_213,rated,movie_2
user_251,rated,movie_520
user_295,rated,movie_99
user_279,rated,movie_175
user_64,rated,movie_636
user_303,rated,movie_231
user_184,rated,movie_196
user_197,rated,movie_92
user_315,rated,movie_156
user_23,rated,movie_662
user_291,rated,movie_56
user_5,rated,movie_90
user_146,rated,movie_1294
user_254,rated,movie_90
user_326,rated,movie_559
user_290,rated,movie_91
user_94,rated,movie_472
user_189,rated,movie_484
user_292,rated,movie_479
user_194,rated,movie_425
user_326,rated,movie_633
user_16,rated,movie_761
user_304,rated,movie_288
user_221,rated,movie_721
user_160,rated,movie_209
user_80,rated,movie_58
user_178,rated,movie_76
user_62,rated,movie_147
user_158,rated,movie_550
user_344,rated,movie_313
user_291,rated,movie_365
user_112,rated,movie_302
user_207,rated,movie_188
user_13,rated,movie_457
user_234,rated,movie_1
user_260,rated,movie_272
user_63,rated,movie_13
user_325,rated,movie_640
user_194,rated,movie_124
user_71,rated,movie_56
user_30,rated,movie_678
user_291,rated,movie_4
user_378,rated,movie_1267
user_177,rated,movie_260
user_21,rated,movie_292
user_326,rated,movie_132
user_244,rated,movie_508
user_128,rated,movie_602
user_276,rated,movie_779
user_263,rated,movie_245
user_323,rated,movie_255
user_92,rated,movie_986
user_276,rated,movie_282
user_186,rated,movie_1277
user_264,rated,movie_25
user_161,rated,movie_274
user_86,rated,movie_300
user_303,rated,movie_91
user_10,rated,movie_135
user_301,rated,movie_407
user_60,rated,movie_502
user_377,rated,movie_443
user_142,rated,movie_350
user_374,rated,movie_591
user_110,rated,movie_732
user_352,rated,movie_182
user_109,rated,movie_1013
user_328,rated,movie_350
user_181,rated,movie_283
user_354,rated,movie_631
user_334,rated,movie_1073
user_181,rated,movie_1373
user_54,rated,movie_121
user_293,rated,movie_12
user_279,rated,movie_1489
user_138,rated,movie_111
user_298,rated,movie_502
user_318,rated,movie_66
user_67,rated,movie_151
user_301,rated,movie_160
user_47,rated,movie_321
user_304,rated,movie_682
user_109,rated,movie_204
user_189,rated,movie_505
user_16,rated,movie_183
user_269,rated,movie_645
user_297,rated,movie_116
user_373,rated,movie_139
user_274,rated,movie_815
user_123,rated,movie_511
user_13,rated,movie_40
user_61,rated,movie_342
user_76,rated,movie_421
user_284,rated,movie_313
user_339,rated,movie_806
user_5,rated,movie_153
user_280,rated,movie_1047
user_199,rated,movie_322
user_343,rated,movie_143
user_303,rated,movie_926
user_232,rated,movie_276
user_1,rated,movie_218
user_151,rated,movie_417
user_270,rated,movie_241
user_269,rated,movie_272
user_339,rated,movie_248
user_46,rated,movie_328
user_198,rated,movie_1014
user_151,rated,movie_505
user_184,rated,movie_478
user_234,rated,movie_274
user_348,rated,movie_742
user_374,rated,movie_129
user_221,rated,movie_53
user_308,rated,movie_584
user_268,rated,movie_746
user_263,rated,movie_127
user_83,rated,movie_795
user_168,rated,movie_7
user_284,rated,movie_344
user_375,rated,movie_44
user_91,rated,movie_435
user_311,rated,movie_58
user_204,rated,movie_191
user_109,rated,movie_200
user_201,rated,movie_70
user_312,rated,movie_241
user_215,rated,movie_183
user_128,rated,movie_173
user_13,rated,movie_351
user_378,rated,movie_52
user_345,rated,movie_949
user_12,rated,movie_754
user_54,rated,movie_406
user_128,rated,movie_237
user_223,rated,movie_1014
user_197,rated,movie_33
user_270,rated,movie_800
user_373,rated,movie_154
user_24,rated,movie_275
user_214,rated,movie_1401
user_16,rated,movie_27
user_325,rated,movie_521
user_243,rated,movie_221
user_200,rated,movie_578
user_343,rated,movie_702
user_345,rated,movie_479
user_327,rated,movie_645
user_141,rated,movie_750
user_13,rated,movie_73
user_299,rated,movie_347
user_181,rated,movie_922
user_13,rated,movie_467
user_276,rated,movie_227
user_189,rated,movie_483
user_135,rated,movie_228
user_256,rated,movie_1040
user_84,rated,movie_151
user_207,rated,movie_245
user_189,rated,movie_96
user_135,rated,movie_642
user_84,rated,movie_523
user_269,rated,movie_213
user_307,rated,movie_154
user_117,rated,movie_288
user_43,rated,movie_648
user_359,rated,movie_250
user_373,rated,movie_2
user_327,rated,movie_173
user_326,rated,movie_82
user_190,rated,movie_294
user_72,rated,movie_520
user_378,rated,movie_356
user_91,rated,movie_338
user_363,rated,movie_1267
user_128,rated,movie_591
user_252,rated,movie_268
user_214,rated,movie_512
user_303,rated,movie_249
user_313,rated,movie_135
user_239,rated,movie_168
user_361,rated,movie_148
user_94,rated,movie_447
user_109,rated,movie_931
user_298,rated,movie_311
user_329,rated,movie_269
user_66,rated,movie_117
user_291,rated,movie_790
user_175,rated,movie_629
user_347,rated,movie_423
user_291,rated,movie_155
user_7,rated,movie_203
user_201,rated,movie_285
user_374,rated,movie_356
user_303,rated,movie_326
user_131,rated,movie_275
user_186,rated,movie_1253
user_347,rated,movie_1088
user_184,rated,movie_588
user_234,rated,movie_328
user_293,rated,movie_147
user_276,rated,movie_1239
user_101,rated,movie_118
user_269,rated,movie_497
user_256,rated,movie_982
user_305,rated,movie_602
user_94,rated,movie_63
user_327,rated,movie_650
user_43,rated,movie_118
user_347,rated,movie_268
user_194,rated,movie_517
user_281,rated,movie_989
user_232,rated,movie_81
user_42,rated,movie_88
user_18,rated,movie_526
user_55,rated,movie_678
user_158,rated,movie_182
user_288,rated,movie_13
user_102,rated,movie_689
user_323,rated,movie_249
user_294,rated,movie_544
user_268,rated,movie_232
user_94,rated,movie_646
user_157,rated,movie_3
user_279,rated,movie_147
user_90,rated,movie_475
user_276,rated,movie_1073
user_301,rated,movie_684
user_191,rated,movie_343
user_201,rated,movie_324
user_213,rated,movie_448
user_145,rated,movie_831
user_65,rated,movie_135
user_291,rated,movie_154
user_379,rated,movie_69
user_345,rated,movie_559
user_62,rated,movie_179
user_331,rated,movie_277
user_43,rated,movie_54
user_244,rated,movie_240
user_279,rated,movie_469
user_1,rated,movie_209
user_313,rated,movie_417
user_151,rated,movie_1074
user_329,rated,movie_124
user_332,rated,movie_354
user_303,rated,movie_159
user_249,rated,movie_472
user_6,rated,movie_513
user_1,rated,movie_259
user_308,rated,movie_144
user_174,rated,movie_577
user_327,rated,movie_188
user_332,rated,movie_271
user_59,rated,movie_660
user_130,rated,movie_959
user_94,rated,movie_144
user_280,rated,movie_117
user_151,rated,movie_47
user_249,rated,movie_169
user_184,rated,movie_34
user_344,rated,movie_315
user_339,rated,movie_139
user_74,rated,movie_1084
user_347,rated,movie_69
user_293,rated,movie_761
user_308,rated,movie_234
user_268,rated,movie_421
user_328,rated,movie_185
user_365,rated,movie_908
user_200,rated,movie_15
user_5,rated,movie_94
user_318,rated,movie_509
user_234,rated,movie_423
user_118,rated,movie_816
user_354,rated,movie_297
user_130,rated,movie_405
user_279,rated,movie_4
user_198,rated,movie_217
user_342,rated,movie_237
user_195,rated,movie_1228
user_48,rated,movie_988
user_7,rated,movie_281
user_64,rated,movie_318
user_253,rated,movie_647
user_99,rated,movie_56
user_13,rated,movie_443
user_151,rated,movie_775
user_91,rated,movie_510
user_343,rated,movie_211
user_279,rated,movie_92
user_57,rated,movie_248
user_94,rated,movie_428
user_42,rated,movie_28
user_343,rated,movie_792
user_144,rated,movie_209
user_290,rated,movie_243
user_100,rated,movie_316
user_374,rated,movie_977
user_249,rated,movie_684
user_145,rated,movie_346
user_379,rated,movie_705
user_184,rated,movie_70
user_94,rated,movie_657
user_178,rated,movie_520
user_303,rated,movie_1088
user_21,rated,movie_774
user_328,rated,movie_1042
user_276,rated,movie_276
user_77,rated,movie_50
user_237,rated,movie_183
user_5,rated,movie_389
user_234,rated,movie_54
user_22,rated,movie_502
user_226,rated,movie_283
user_199,rated,movie_678
user_148,rated,movie_357
user_326,rated,movie_612
user_59,rated,movie_562
user_94,rated,movie_206
user_109,rated,movie_520
user_329,rated,movie_276
user_321,rated,movie_50
user_174,rated,movie_655
user_144,rated,movie_73
user_56,rated,movie_186
user_87,rated,movie_568
user_269,rated,movie_387
user_201,rated,movie_340
user_165,rated,movie_419
user_191,rated,movie_270
user_190,rated,movie_628
user_5,rated,movie_411
user_169,rated,movie_308
user_303,rated,movie_288
user_69,rated,movie_151
user_145,rated,movie_1040
user_279,rated,movie_490
user_1,rated,movie_108
user_253,rated,movie_173
user_77,rated,movie_265
user_283,rated,movie_216
user_224,rated,movie_1085
user_336,rated,movie_117
user_378,rated,movie_1284
user_174,rated,movie_118
user_296,rated,movie_98
user_130,rated,movie_210
user_1,rated,movie_262
user_89,rated,movie_949
user_58,rated,movie_204
user_263,rated,movie_1473
user_92,rated,movie_273
user_67,rated,movie_743
user_311,rated,movie_627
user_234,rated,movie_727
user_351,rated,movie_1316
user_90,rated,movie_433
user_194,rated,movie_1220
user_222,rated,movie_819
user_311,rated,movie_510
user_59,rated,movie_1065
user_195,rated,movie_421
user_145,rated,movie_44
user_38,rated,movie_1014
user_186,rated,movie_71
user_82,rated,movie_109
user_264,rated,movie_436
user_361,rated,movie_949
user_200,rated,movie_173
user_279,rated,movie_405
user_7,rated,movie_505
user_121,rated,movie_235
user_301,rated,movie_380
user_380,rated,movie_176
user_332,rated,movie_7
user_316,rated,movie_71
user_7,rated,movie_266
user_293,rated,movie_2
user_18,rated,movie_792
user_166,rated,movie_258
user_373,rated,movie_849
user_177,rated,movie_195
user_254,rated,movie_15
user_328,rated,movie_100
user_344,rated,movie_111
user_223,rated,movie_118
user_189,rated,movie_607
user_183,rated,movie_250
user_276,rated,movie_1110
user_194,rated,movie_509
user_267,rated,movie_1073
user_313,rated,movie_182
user_10,rated,movie_498
user_276,rated,movie_69
user_60,rated,movie_729
user_264,rated,movie_203
user_116,rated,movie_531
user_62,rated,movie_121
user_345,rated,movie_313
user_126,rated,movie_322
user_90,rated,movie_423
